topic_no,title_x,title_y,articleType_x,articleType_y,score
439,Ask a MacArthur genius: Just how cheap can cancer diagnosis get?,Leukemia treatment shows good results in a handful of patients,Speaking of Science,Health & Science,2
439,Ask a MacArthur genius: Just how cheap can cancer diagnosis get?,"Sorcha Glenn was too young for a pap smear. At 23, she died of cervical cancer.",Speaking of Science,To Your Health,2
439,Ask a MacArthur genius: Just how cheap can cancer diagnosis get?,‘Now my life will change’: Meet the 2016 MacArthur ‘geniuses’,Speaking of Science,Style,16
439,Ask a MacArthur genius: Just how cheap can cancer diagnosis get?,The triumph of genomic medicine is just beginning,Speaking of Science,Innovations,2
439,Ask a MacArthur genius: Just how cheap can cancer diagnosis get?,Watch how the body’s ‘serial killers’ stalk and attack cancer cells,Speaking of Science,Speaking of Science,2
439,Ask a MacArthur genius: Just how cheap can cancer diagnosis get?,FDA approves Pap smear alternative for cervical cancer screening,Speaking of Science,Morning Mix,4
439,Ask a MacArthur genius: Just how cheap can cancer diagnosis get?,"$250 million, 300 scientists and 40 labs: Sean Parker’s revolutionary project to ‘solve’ cancer",Speaking of Science,To Your Health,2
439,Ask a MacArthur genius: Just how cheap can cancer diagnosis get?,Defective ‘breast cancer’ genes aren’t just dangerous for women. They’re also linked to aggressive cancer in men.,Speaking of Science,To Your Health,2
439,Ask a MacArthur genius: Just how cheap can cancer diagnosis get?,The great potential — and great risks — of gene editing,Speaking of Science,Opinions,2
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",‘At first it was shocking’: Angler nabs an 18-pound snakehead fish in the Potomac,Capital Weather Gang,Local,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Blue catfish are destroying the Chesapeake Bay. Congress isn’t helping.,Capital Weather Gang,Food,2
805,"Apparently, the once-feared snakehead is just another fish in the Potomac","For your own safety, please do not eat these fish from the Potomac",Capital Weather Gang,Local,2
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",The dirty dozen: 12 of the most destructive invasive animals in the United States,Capital Weather Gang,Energy and Environment,2
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Contest removes loads of snakeheads from Potomac,Capital Weather Gang,Health & Science,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Andrew Zimmern’s ‘Bizarre Foods America’ returns Monday with D.C. episode,Capital Weather Gang,Going Out Guide,2
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Snakeheads in Potomac contract virus that threatens largemouth bass,Capital Weather Gang,Health & Science,2
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Charcuterie master Julien Shapiro hired as chef for Eat the Rich,Capital Weather Gang,Going Out Guide,2
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Spread of snakehead fish in Potomac River concerns area officials,Capital Weather Gang,Local,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac","At benefit, eating snakehead to help the Chesapeake Bay",Capital Weather Gang,Health & Science,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",A new name for the snakehead?,Capital Weather Gang,KidsPost,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Record-setting snakehead is caught in Md.,Capital Weather Gang,Local,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Taste Testing D.C.,Capital Weather Gang,Express,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Angler may have broken world record with snakehead caught in Occoquan River,Capital Weather Gang,Local,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Snakehead taste test — can a fish this ugly really taste that good? (Photos),Capital Weather Gang,Capital Weather Gang,8
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Former Bourbon Steak chef John Critchley to lead Brine kitchen,Capital Weather Gang,Going Out Guide,2
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",It’s snakehead weather! A good day of fishing on the Potomac River (Photos),Capital Weather Gang,Capital Weather Gang,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",MGM National Harbor casino announces Dec. 8 grand opening,Capital Weather Gang,Transportation,2
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",The dirty dozen: 12 of the most destructive invasive animals in the United States,Capital Weather Gang,Energy and Environment,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",New state record: Biggest invasive fish caught in Maryland,Capital Weather Gang,Local,4
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Charcuterie master Julien Shapiro hired as chef for Eat the Rich,Capital Weather Gang,Going Out Guide,2
805,"Apparently, the once-feared snakehead is just another fish in the Potomac",Andrew Zimmern’s ‘Bizarre Foods America’ returns Monday with D.C. episode,Capital Weather Gang,Going Out Guide,2
819,America is rapidly aging in a country built for the young,G-8 should tackle issues of aging,Wonkblog,Opinions,4
819,America is rapidly aging in a country built for the young,Aging boomers will put new focus on transit,Wonkblog,Transportation,2
819,America is rapidly aging in a country built for the young,Former HUD secretary Henry Cisneros talks about aging in place,Wonkblog,Health & Science,4
819,America is rapidly aging in a country built for the young,Empty-nester boom offers boon for builders in Washington region,Wonkblog,Real Estate,2
819,America is rapidly aging in a country built for the young,Remodeling: How to get the most bang for the buck,Wonkblog,Real Estate,2
819,America is rapidly aging in a country built for the young,More homes embracing universal design principles,Wonkblog,Real Estate,8
819,America is rapidly aging in a country built for the young,How baby-boomer homeownership trends could affect the local economy,Wonkblog,Capital Business,2
819,America is rapidly aging in a country built for the young,"Some aging Baby Boomers will upsize, not downsize, if they move at all, poll finds",Wonkblog,Get There,2
819,America is rapidly aging in a country built for the young,Regional architectural trends fuel national tastes,Wonkblog,Real Estate,2
819,America is rapidly aging in a country built for the young,"Architects design with sight-, hearing-impaired in mind",Wonkblog,Real Estate,2
819,America is rapidly aging in a country built for the young,‘Aging-in-place’ features for the home gain higher profile as baby boomers get older,Wonkblog,Real Estate,2
819,America is rapidly aging in a country built for the young,Riding high after 55,Wonkblog,Real Estate,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Saudi Arabia is reeling from falling oil prices. And it could get much worse.,WorldViews,Middle East,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Saudi women register to vote for the first time: ‘A dream for us’,WorldViews,WorldViews,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Saudi Arabia is regressing on human rights,WorldViews,Opinions,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,7 ridiculous restrictions on women’s rights around the world,WorldViews,WorldViews,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Could this Saudi prince help end the ban on women driving?,WorldViews,WorldViews,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,7 ridiculous restrictions on women’s rights around the world,WorldViews,WorldViews,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,An ambitious young prince wants to reimagine Saudi Arabia — and make it fun,WorldViews,Middle East,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,7 ridiculous restrictions on women’s rights around the world,WorldViews,WorldViews,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,"Saudi Arabia’s economy wastes billions, but a millennial prince has a plan to fix it",WorldViews,WorldViews,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Saudi women to defy driving ban on Saturday,WorldViews,Gridlock,8
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,How the anti-Uber backlash is spreading around the world,WorldViews,WorldViews,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Saudi women set to drive in protest – and to show their rising clout,WorldViews,WorldViews,16
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Saudi Arabia’s oppression of women goes way beyond its ban on driving,WorldViews,WorldViews,16
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Saudi officials once jailed this woman for driving. But she found her way back on the ballot.,WorldViews,WorldViews,16
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Saudi women are granted a new right: to have a copy of their marriage contract,WorldViews,WorldViews,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Ivanka Trump meets with Saudi women leaders as some activists remain critical,WorldViews,National Security,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Women in Saudi Arabia vote for the first time,WorldViews,Middle East,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Can Saudi Arabia pivot away from oil? A powerful prince brings his pitch to America.,WorldViews,WorldViews,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,An all-female crew lands a plane in Saudi Arabia. But they can’t drive from the airport.,WorldViews,WorldViews,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,How a video of a woman in a skirt became a global headache for Saudi Arabia,WorldViews,Analysis,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,"Women’s political rights around the world, in one map",WorldViews,WorldViews,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,A social media campaign to get Saudi women driving finds support but also mockery,WorldViews,WorldViews,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,7 ridiculous restrictions on women’s rights around the world,WorldViews,WorldViews,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,7 ridiculous restrictions on women’s rights around the world,WorldViews,WorldViews,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Saudi women drive in protest with little problem,WorldViews,World,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,"Saudi king names son as new crown prince, upending the royal succession",WorldViews,Middle East,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,"‘No Woman, No Drive’: Saudi Arabian music video spoofs ban on female drivers",WorldViews,WorldViews,2
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,Saudi Arabia is not driving freedoms forward,WorldViews,The Post's View,4
802,Saudi Arabia bought a huge stake in Uber. What does that mean for female drivers?,The facts — and a few myths — about Saudi Arabia and human rights,WorldViews,WorldViews,2
646,The astonishing state-by-state rise in food stamp reliance,"Yes, the government wants to get more people on food stamps",GovBeat,Wonkblog,8
646,The astonishing state-by-state rise in food stamp reliance,The official poverty rate last year was 15 percent. Here’s what that misses.,GovBeat,Wonkblog,2
646,The astonishing state-by-state rise in food stamp reliance,Food stamps put Rhode Island town on monthly boom-and-bust cycle,GovBeat,National,2
646,The astonishing state-by-state rise in food stamp reliance,House passes GOP plan to slash food stamp funding,GovBeat,Politics,2
646,The astonishing state-by-state rise in food stamp reliance,"If you fall on hard times, these are the states that will catch you",GovBeat,GovBeat,2
646,The astonishing state-by-state rise in food stamp reliance,Why the food stamp cuts in the farm bill affect only a third of states,GovBeat,GovBeat,2
646,The astonishing state-by-state rise in food stamp reliance,Paul Ryan: Welfare reform can be a model for the rest of the safety net,GovBeat,Wonkblog,2
646,The astonishing state-by-state rise in food stamp reliance,Congress should close a food stamp loophole,GovBeat,The Post's View,2
646,The astonishing state-by-state rise in food stamp reliance,Path ahead is unclear for food stamp funding,GovBeat,Politics,2
646,The astonishing state-by-state rise in food stamp reliance,Are the Trump administration’s proposed food stamp cuts justified?,GovBeat,Opinion,2
646,The astonishing state-by-state rise in food stamp reliance,What it really means to rely on food stamps and welfare,GovBeat,Wonkblog,4
646,The astonishing state-by-state rise in food stamp reliance,The states where blacks are much less likely to have a job than whites,GovBeat,Wonkblog,2
646,The astonishing state-by-state rise in food stamp reliance,How the recession changed the face of people using government assistance — in charts,GovBeat,The Fix,4
646,The astonishing state-by-state rise in food stamp reliance,"No, we don’t spend $1 trillion on welfare each year",GovBeat,Wonkblog,2
646,The astonishing state-by-state rise in food stamp reliance,The 49 states of rising child poverty,GovBeat,GovBeat,2
646,The astonishing state-by-state rise in food stamp reliance,The food stamp wave may have crested,GovBeat,The Fix,8
646,The astonishing state-by-state rise in food stamp reliance,Oh SNAP! Boosting benefits beats paternalism and promotes long-term health,GovBeat,Perspective,2
646,The astonishing state-by-state rise in food stamp reliance,"The changing social safety net, in charts",GovBeat,Rampage,2
646,The astonishing state-by-state rise in food stamp reliance,Wonkbook: A conservative War on Poverty?,GovBeat,Wonkblog,2
646,The astonishing state-by-state rise in food stamp reliance,Ben Carson’s claim that ‘we have 10 times more people on welfare’ since the 1960s,GovBeat,Fact Checker,2
646,The astonishing state-by-state rise in food stamp reliance,Eli Saslow’s American hunger series now available on eBook,GovBeat,WashPost PR Blog,4
646,The astonishing state-by-state rise in food stamp reliance,"Nine myths about the social safety net, annotated",GovBeat,Rampage,2
646,The astonishing state-by-state rise in food stamp reliance,Everything you need to know about the war on poverty,GovBeat,Wonkblog,4
646,The astonishing state-by-state rise in food stamp reliance,Food stamps will get cut by $5 billion this week — and more cuts could follow,GovBeat,Wonkblog,2
646,The astonishing state-by-state rise in food stamp reliance,Food stamp cuts to impact Washington region,GovBeat,Local,2
646,The astonishing state-by-state rise in food stamp reliance,Families receive 5 percent less in food stamps,GovBeat,Politics,2
646,The astonishing state-by-state rise in food stamp reliance,States use farm bill loophole to stem food stamp cuts,GovBeat,GovBeat,2
646,The astonishing state-by-state rise in food stamp reliance,"‘Food insecurity’ may be high, but states are still saying no to federal food-stamp support",GovBeat,GovBeat,2
646,The astonishing state-by-state rise in food stamp reliance,The lesson of the food stamps vote: Party is all that matters now,GovBeat,Wonkblog,2
646,The astonishing state-by-state rise in food stamp reliance,The fight over food stamps explained,GovBeat,The Fix,8
646,The astonishing state-by-state rise in food stamp reliance,George Will: Democrats’ policies make income inequality worse,GovBeat,Opinions,2
646,The astonishing state-by-state rise in food stamp reliance,More children receive food stamps today than before the start of the recession,GovBeat,GovBeat,4
646,The astonishing state-by-state rise in food stamp reliance,The House just voted down its $940 billion farm bill. Here’s what’s in it.,GovBeat,Wonkblog,2
646,The astonishing state-by-state rise in food stamp reliance,Why are 47 million Americans on food stamps? It’s the recession — mostly.,GovBeat,Wonkblog,4
646,The astonishing state-by-state rise in food stamp reliance,"In Florida, a food-stamp recruiter deals with wrenching choices",GovBeat,National,2
646,The astonishing state-by-state rise in food stamp reliance,"States finding ways to skirt cuts in food stamps, frustrating congressional goals",GovBeat,Politics,2
646,The astonishing state-by-state rise in food stamp reliance,Poverty in 13 states is worse than we thought,GovBeat,GovBeat,8
646,The astonishing state-by-state rise in food stamp reliance,Making the poor — and the U.S. — poorer still,GovBeat,Opinions,2
646,The astonishing state-by-state rise in food stamp reliance,Farm bill would cut benefits for women farmers and low-income mothers,GovBeat,She The People,2
646,The astonishing state-by-state rise in food stamp reliance,States increasing home heating assistance to avoid cuts in food stamps,GovBeat,Politics,2
646,The astonishing state-by-state rise in food stamp reliance,District’s needy get fruit and vegetable Rx,GovBeat,Food,2
646,The astonishing state-by-state rise in food stamp reliance,Wonkbook: The most important — and disappointing — aspect of today’s economy,GovBeat,Wonkblog,2
400,The solution to climate change that has nothing to do with cars or coal,Scientists have long feared this ‘feedback’ to the climate system. Now they say it’s happening,Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,Earth is on track to lose an India-sized chunk of its tropical forests by mid-century,Energy and Environment,Energy and Environment,8
400,The solution to climate change that has nothing to do with cars or coal,"By cutting down forests, humans may be giving themselves malaria",Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,South American commodity boom drives deforestation and land conflicts,Energy and Environment,The Americas,2
400,The solution to climate change that has nothing to do with cars or coal,Brazil just ratified the Paris climate agreement. Here’s why that’s a really big deal,Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,The surprisingly important climate policy moment that’s coming this week,Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,The really scary thing about wildfires is how they can worsen climate change,Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,Gisele Bündchen: Saving the Brazilian rain forest is everyone’s duty,Energy and Environment,PostEverything,2
400,The solution to climate change that has nothing to do with cars or coal,Amazon forest threat is greater outside Brazil,Energy and Environment,World,2
400,The solution to climate change that has nothing to do with cars or coal,"Humans have now carved up the Earth’s wilderness into 600,000 little pieces",Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,"The forests of the world are in serious trouble, scientists report",Energy and Environment,Energy and Environment,8
400,The solution to climate change that has nothing to do with cars or coal,The surprisingly important climate policy moment that’s coming this week,Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,Why we should all worry about the Amazon catching on fire this year,Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,This model gives us the best look yet at how Amazon forests will react to climate change,Energy and Environment,Energy and Environment,8
400,The solution to climate change that has nothing to do with cars or coal,"Humans have now carved up the Earth’s wilderness into 600,000 little pieces",Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,Can Brazil follow through on its ambitious climate goals?,Energy and Environment,The Post's View,2
400,The solution to climate change that has nothing to do with cars or coal,The mystery of tropical deforestation — in two maps,Energy and Environment,Wonkblog,2
400,The solution to climate change that has nothing to do with cars or coal,Tropical forests may be vanishing even faster than previously thought,Energy and Environment,Energy and Environment,4
400,The solution to climate change that has nothing to do with cars or coal,Trees offer a way to delay the consequences of climate change,Energy and Environment,Opinions,2
400,The solution to climate change that has nothing to do with cars or coal,Yet another way that humans are wrecking tropical forests – and making global warming worse,Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,Report suggests forest-cutting can immediately harm climatic patterns,Energy and Environment,World,8
400,The solution to climate change that has nothing to do with cars or coal,A climate change solution beneath our feet,Energy and Environment,Brand Studio,2
400,The solution to climate change that has nothing to do with cars or coal,Obama and Brazilian President Rousseff to talk climate change next week,Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,This huge region of Brazil is even more deforested — and less protected — than the Amazon,Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,The math the planet relies on isn’t adding up right now,Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,"In the last 25 years, the world lost a forested area the size of South Africa",Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,"Climate change could triple Amazon drought, study finds",Energy and Environment,Energy and Environment,2
400,The solution to climate change that has nothing to do with cars or coal,A secret weapon to fight climate change: dirt,Energy and Environment,Opinions,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Congress calls for focus on ISIS and stepped-up airport security following Brussels attacks,Gridlock,PowerPost,8
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,TSA tightens security amid discovery of airport gun smugglers,Gridlock,Transportation,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Change in TSA screening may mean longer waits at TSA checkpoints,Gridlock,Gridlock,8
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,How the Brussels attacks could force Obama to betray his policy instincts,Gridlock,Politics,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,U.S. airman and his family among those wounded in Brussels attacks,Gridlock,Checkpoint,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,"Dikembe Mutombo, who was at Brussels Airport during bombing, is unharmed",Gridlock,Early Lead,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,The TSA’s security measures,Gridlock,Letters to the Editor,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Transportation agencies across the U.S. step up security in wake of Paris attacks,Gridlock,Gridlock,16
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Senate panel approves immigration changes requiring fingerprint system at 30 U.S. airports,Gridlock,Politics,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,"2 amendments to immigration reform bill passed, 2 defeated",Gridlock,The Fix,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Arrests in Belgium and New York state target suspected New Year attack plots,Gridlock,World,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Attacks in Brussels hit a city already on high alert,Gridlock,Checkpoint,8
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Homeland Security looks for leaker of report on airport-checkpoint failures,Gridlock,Transportation,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,‘We are more than an airport': Flights resume after Brussels attacks,Gridlock,Morning Mix,8
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Homeland Security plans to expand pre-clearance program at foreign airports,Gridlock,Federal Insider,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,"No specific, ‘credible intelligence,’ but concern remains for ‘lone terrorist actors,’ Homeland Security secretary says; TSA ups security",Gridlock,Gridlock,8
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Homeland Security reportedly warning of shoe-bomb threat,Gridlock,Federal Insider,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,The House’s massive $1.1 trillion spending bill: The Post’s guide,Gridlock,Politics,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,"Why the TSA catches your water bottle, but guns and bombs get through",Gridlock,Transportation,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,"Airport security checks are vulnerable to fake boarding passes, experts warn",Gridlock,National Security,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Airports workers cancel strike planned for U.S. hubs following Brussels attacks,Gridlock,Gridlock,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Washington area residents stay calm and carry on after Belgian terrorist attacks,Gridlock,Tripping,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,"NATO headquarters, just a few miles from Brussels attacks, boosts alert status",Gridlock,Checkpoint,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Flying blind at TSA,Gridlock,The Post's View,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,"After stowaway, congressman seeks airport security perimeter review",Gridlock,In the Loop,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Norman Mineta: Airports need tighter perimeters,Gridlock,Opinions,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Islamic State claims responsibility for the Brussels attacks,Gridlock,Europe,8
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Police increase patrols in U.S. cities after Paris attacks,Gridlock,Post Nation,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,John Kerry offers help in investigation of Brussels attacks,Gridlock,WorldViews,4
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,"Paris attacks put U.S. transit, transportation systems on alert",Gridlock,Transportation,2
341,How major U.S. cities and transit systems are reacting to the Brussels attacks,Additional K-9 sweeps and patrols on D.C.’s Metro system after Brussels attacks,Gridlock,Gridlock,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Time to celebrate women’s gains in the U.K. election? Not so fast.,WorldViews,Analysis,16
321,"Despite a big year for women in politics, national legislatures are still dominated by men","Hillary Clinton’s theme, pre-2016: Women who break barriers",WorldViews,Politics,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Where do African women have more power? Surprise — in countries emerging from war.,WorldViews,Monkey Cage,16
321,"Despite a big year for women in politics, national legislatures are still dominated by men",One executive’s view on the shortage of women in public sector leadership positions and how quotas can help,WorldViews,She The People,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Jordan’s holding elections next week. Here’s what to expect.,WorldViews,Monkey Cage,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",The U.S. is catching up to Europe on gender equality,WorldViews,WorldViews,16
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Wanted: Female candidates for federal office,WorldViews,PowerPost,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",,WorldViews,Letters to the Editor,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men","Hillary Clinton and the question, ‘Why run?’",WorldViews,On Leadership,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Who will be Hillary Clinton’s running mate? Probably a man.,WorldViews,Monkey Cage,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",A reality check about U.S. women in power,WorldViews,On Leadership,16
321,"Despite a big year for women in politics, national legislatures are still dominated by men",An Ashley Judd candidacy? Women voters may be the key.,WorldViews,She The People,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Ukraine elections highlight nation’s split between east and west,WorldViews,Europe,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Which states were among the first to elect women to top political offices?,WorldViews,She The People,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Who is Shelley Moore Capito?,WorldViews,Post Politics,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Karen Handel could become the first GOP woman elected to Congress from Georgia,WorldViews,PowerPost,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",A woman’s place is in a House Committee Chair,WorldViews,She The People,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Canada now has the world’s most Sikh cabinet,WorldViews,WorldViews,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Nine women (and one firm) in politics to watch in 2014,WorldViews,She The People,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",2012 election was chock-full of firsts,WorldViews,The Fix,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Women could soon lead the three largest Western economies,WorldViews,On Leadership,16
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Electing women makes for better citizens,WorldViews,Monkey Cage,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",New Congress is most diverse in history,WorldViews,Post Politics,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men","Democratic Senate staffers are mostly white and women, new report says",WorldViews,PowerPost,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men","There are 77 women in statewide executive office, but only five governors. Why?",WorldViews,The Fix,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Women make historic gains in the U.S. Senate,WorldViews,She The People,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",What Afghanistan must do to get billions more in aid,WorldViews,WorldViews,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Dreary and rosy outlooks for women candidates,WorldViews,Letters to the Editor,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",What does Clinton’s ‘No Ceilings’ report actually have to say about the status of women in leadership?,WorldViews,On Leadership,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men","At Davos, Sheryl Sandberg’s silence on politics and quotas says it all",WorldViews,She The People,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Saudi women are voting and running for office for the first time,WorldViews,Middle East,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",4 ways Israel’s electoral system could improve the U.S.,WorldViews,WorldViews,8
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Why more women don’t run for office,WorldViews,On Leadership,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Women hold just 11 percent of board seats in D.C. area,WorldViews,On Leadership,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",The secret to getting more women to the top could be giving fathers more time off,WorldViews,Analysis,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",This map shows the 31 countries where transgender and gender-variant candidates have run for office since 1977,WorldViews,Monkey Cage,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Why can’t women just be themselves when they run for office?,WorldViews,PowerPost,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Here’s why Theresa May will become Britain’s first female leader since Thatcher,WorldViews,Monkey Cage,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Three states have never sent a woman to Congress. Ever.,WorldViews,The Fix,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men","More than 100 women in Congress for the first time, but not much growth",WorldViews,On Leadership,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",2012 election was chock-full of firsts,WorldViews,The Fix,4
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Japan’s Abe: Too few women in boardrooms,WorldViews,Asia & Pacific,2
321,"Despite a big year for women in politics, national legislatures are still dominated by men",Do Democrats owe their Senate majority to women?,WorldViews,She The People,2
